Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,Style,BoilGravityMod,PrimaryTempMod
196,20.0,1.0490000000000002,1.008,5.38,47.74,5.99,15.0,60,60.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.065,19.0
197,28.0,1.053,1.013,5.22,70.01,9.43,28.5,60,62.3,3.4,Specific Gravity,All Grain,0.75,American IPA,1.052,20.0
198,11.36,1.052,1.011,5.45,36.33,9.52,12.3,15,65.0,,Specific Gravity,BIAB,1.25,American Pale Ale,1.048,20.0
199,22.0,1.0490000000000002,1.012,4.83,28.32,14.14,27.0,60,63.0,4.5,Specific Gravity,All Grain,,Irish Red Ale,1.04,20.0
200,11.92,1.065,1.021,5.73,48.89,8.64,14.2,60,75.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.055,22.22
201,37.85,1.058,1.013,5.93,99.99,4.13,44.4,60,70.0,1.3,Specific Gravity,All Grain,,American IPA,1.05,22.22
202,18.93,1.065,1.016,6.35,87.09,8.22,24.61,90,70.0,1.4,Specific Gravity,All Grain,0.5,American IPA,1.05,21.0
203,20.82,1.083,1.018,8.6,53.9,5.12,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.061,20.0
204,18.93,1.071,1.018,6.93,41.01,15.04,28.39,60,60.0,1.5,Specific Gravity,All Grain,,American Amber Ale,1.047,19.650700308959838
205,20.82,1.048,1.012,4.69,27.88,8.12,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.035,19.508305489260145
206,4.92,1.065,1.016,6.41,57.77,15.34,3.79,60,35.0,,Specific Gravity,extract,0.35,Irish Red Ale,1.085,19.262037037037036
207,20.82,1.061,1.012,6.44,41.89,32.82,28.39,60,65.0,1.25,Specific Gravity,All Grain,,American Stout,1.044,18.89
208,20.82,1.048,1.013,4.59,38.3,5.21,11.36,60,25.0,,Specific Gravity,extract,,American Pale Ale,1.089,20.0
209,20.82,1.0659999999999998,1.017,6.53,104.04,5.42,24.61,60,60.0,,Specific Gravity,BIAB,,American IPA,1.056,20.0
210,23.0,1.069,1.019,6.51,57.27,12.39,29.8,60,68.0,,Specific Gravity,BIAB,,Irish Red Ale,1.053,21.0
211,39.75,1.057,1.014,5.62,63.89,6.29,45.42,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.05,19.576690909090907
212,16.0,1.057,1.009,6.26,59.81,8.3,23.0,60,55.0,2.4,Specific Gravity,All Grain,,American Pale Ale,1.04,18.0
213,18.93,1.07,1.021,6.38,80.0,50.0,24.98,90,72.5,1.25,Specific Gravity,All Grain,0.75,American Stout,1.053,23.89
214,22.71,1.0490000000000002,1.011,4.94,35.03,5.93,28.39,60,65.0,1.5,Specific Gravity,All Grain,,Blonde Ale,1.039,15.56
215,18.93,1.065,1.016,6.37,79.33,15.08,18.93,60,30.0,1.2,Specific Gravity,All Grain,0.5,American Amber Ale,1.06,20.0
216,10.0,1.056,1.009,6.08,47.46,6.74,15.0,60,61.0,,Specific Gravity,BIAB,0.35,American IPA,1.037,18.0
217,14.2,1.0490000000000002,1.01,5.16,15.68,2.67,19.87,60,75.0,,Specific Gravity,BIAB,0.35,American Light Lager,1.035,20.0
218,20.82,1.054,1.009,5.78,38.82,7.59,28.39,60,70.0,,Specific Gravity,BIAB,0.35,American Pale Ale,1.039,20.0
219,20.82,1.052,1.012,5.22,0.0,3.49,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.038,18.723183391003463
220,50.0,1.071,1.018,6.99,58.27,6.61,60.0,90,80.0,3.1,Specific Gravity,All Grain,,American IPA,1.0590000000000002,19.576690909090907
221,20.82,1.052,1.013,5.08,272.27,10.43,28.39,60,35.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.038,18.33
222,18.93,1.052,1.013,5.08,63.67,5.56,7.57,75,35.0,,Specific Gravity,extract,,American Pale Ale,1.129,22.22
223,22.71,1.06,1.011,6.43,34.04,16.51,30.28,60,70.0,1.5,Specific Gravity,All Grain,0.75,American Brown Ale,1.045,19.44
224,20.82,1.064,1.016,6.31,84.85,5.34,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.047,19.576690909090907
225,38.8,1.057,1.016,5.37,36.91,13.96,45.42,60,70.0,1.25,Specific Gravity,All Grain,1.0,American Light Lager,1.0490000000000002,18.723183391003463
226,26.0,1.046,1.012,4.53,49.54,4.74,30.0,60,85.0,3.2,Specific Gravity,All Grain,0.75,American Pale Ale,1.04,20.0
227,41.64,1.077,1.012,8.62,247.41,6.83,49.21,90,73.0,,Specific Gravity,All Grain,0.5,Imperial IPA,1.065,24.44
228,21.0,1.063,1.018,5.99,27.99,5.31,9.0,60,80.0,,Specific Gravity,Partial Mash,,American IPA,1.148,18.0
229,20.82,1.07,1.012,7.67,70.11,6.91,23.66,60,75.0,,Specific Gravity,BIAB,,American IPA,1.062,19.576690909090907
230,20.82,1.053,1.009,5.68,64.25,6.88,26.5,60,75.0,,Specific Gravity,BIAB,0.35,American Pale Ale,1.041,21.11
231,18.93,1.07,1.014,7.33,100.65,7.78,9.46,60,35.0,,Specific Gravity,extract,,American IPA,1.14,19.576690909090907
232,22.71,1.077,1.008,9.05,93.98,5.74,29.34,90,70.0,1.2,Specific Gravity,All Grain,,Imperial IPA,1.0590000000000002,19.67822751322751
233,20.82,1.053,1.015,5.04,18.61,6.83,26.5,60,72.0,,Specific Gravity,BIAB,1.0,Saison,1.042,19.44
234,18.93,1.078,1.017,7.9,25.73,21.93,24.61,60,35.0,,Specific Gravity,extract,,Witbier,1.06,20.435561694290975
235,20.82,1.041,1.01,4.08,24.87,3.25,25.74,75,63.0,1.3,Specific Gravity,All Grain,,Witbier,1.033,21.11
236,22.71,1.074,1.016,7.52,78.49,12.32,32.18,90,70.0,,Specific Gravity,BIAB,1.0,American IPA,1.052,21.11
237,20.82,1.058,1.009,6.47,44.91,5.03,24.61,60,68.0,,Specific Gravity,All Grain,,Saison,1.0490000000000002,20.0
238,20.82,1.0590000000000002,1.015,5.76,0.0,4.44,28.39,60,58.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.043,18.723183391003463
239,41.64,1.068,1.013,7.18,51.32,8.96,47.32,60,72.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.0590000000000002,23.89
240,13.0,1.048,1.012,4.8,55.15,29.78,17.0,60,70.0,,Specific Gravity,BIAB,,American IPA,1.037,20.0
241,21.0,1.062,1.017,5.89,46.15,10.29,25.0,60,75.0,4.1,Specific Gravity,All Grain,,American Pale Ale,1.052,19.0
242,30.0,1.072,1.013,7.79,209.29,6.59,37.5,90,75.0,3.0,Specific Gravity,All Grain,,Imperial IPA,1.058,18.0
243,20.82,1.0659999999999998,1.015,6.61,82.59,7.84,28.39,60,70.0,1.25,Specific Gravity,All Grain,0.75,American IPA,1.048,18.89
244,20.82,1.07,1.014,7.32,85.02,10.09,28.39,60,60.0,1.5,Specific Gravity,All Grain,,American IPA,1.051,19.576690909090907
245,20.82,1.039,1.009,3.98,28.94,4.13,24.61,60,70.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.033,21.11
246,21.0,1.056,1.014,5.59,33.06,16.22,23.0,60,74.0,1.5,Specific Gravity,All Grain,1.25,American Amber Ale,1.051,21.0
247,25.0,1.05,1.011,5.1,21.26,3.43,33.0,90,70.0,,Specific Gravity,BIAB,0.35,Saison,1.038,20.0
248,11.36,1.069,1.018,6.63,31.91,9.16,15.14,90,70.0,,Specific Gravity,BIAB,,Saison,1.052,23.89
249,18.93,1.047,1.012,4.62,14.62,3.48,24.61,60,70.0,,Specific Gravity,BIAB,0.35,Witbier,1.036,21.11
250,27.0,1.054,1.01,5.78,31.76,9.06,21.2,60,80.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.069,19.508305489260145
251,20.0,1.057,1.011,6.01,36.87,6.95,27.0,60,64.0,3.0,Specific Gravity,All Grain,,American IPA,1.042,18.0
252,20.82,1.0490000000000002,1.012,4.8,22.72,4.24,27.94,60,73.15,1.5,Specific Gravity,All Grain,,Blonde Ale,1.036,19.237696693272518
253,20.82,1.082,1.019,8.21,48.46,26.06,27.44,60,35.0,,Specific Gravity,extract,1.0,American Brown Ale,1.062,20.0
254,3.79,1.053,1.013,5.17,43.3,5.1,7.57,60,35.0,,Specific Gravity,extract,,American IPA,1.026,19.576690909090907
255,20.82,1.001,1.0,0.08,0.0,0.41,28.39,60,70.0,1.33,Specific Gravity,All Grain,0.35,American IPA,1.001,18.89
256,22.71,1.0659999999999998,1.016,6.53,107.86,4.94,26.88,60,72.5,1.5,Specific Gravity,All Grain,0.75,American IPA,1.056,19.576690909090907
257,20.0,1.0490000000000002,1.009,5.23,19.17,4.96,11.0,60,35.0,,Specific Gravity,extract,,Blonde Ale,1.089,19.237696693272518
258,20.82,1.0590000000000002,1.014,5.88,28.43,6.74,24.61,60,75.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.05,20.0
259,18.93,1.083,1.02,8.37,80.3,6.27,9.46,60,35.0,,Specific Gravity,extract,,American IPA,1.167,19.576690909090907
260,20.82,1.05,1.012,5.0,18.89,4.13,28.39,60,70.0,1.5,Specific Gravity,All Grain,,Blonde Ale,1.037,19.237696693272518
261,11.36,1.063,1.001,8.19,0.0,3.17,11.36,60,35.0,,Specific Gravity,extract,,American Light Lager,1.063,18.723183391003463
262,18.93,1.068,1.01,7.56,108.57,8.02,22.71,60,67.0,1.5,Specific Gravity,All Grain,,American IPA,1.057,19.576690909090907
263,37.85,1.071,1.018,7.03,111.79,8.48,45.42,90,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.06,19.576690909090907
264,20.82,1.055,1.012,5.64,54.0,7.64,28.39,60,75.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.04,20.0
265,20.0,1.048,1.009,5.14,31.4,5.18,9.0,60,35.0,,Specific Gravity,extract,0.35,American Pale Ale,1.107,19.0
266,20.82,1.038,1.007,4.06,8.57,2.47,11.36,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.07,19.508305489260145
267,9.46,1.054,1.01,5.73,28.43,9.48,13.25,60,75.0,,Specific Gravity,BIAB,0.5,American Pale Ale,1.038,17.78
268,20.82,1.056,1.011,5.97,59.36,7.67,28.39,60,70.0,,Specific Gravity,All Grain,,American IPA,1.041,19.576690909090907
269,20.82,1.0490000000000002,1.011,5.09,43.48,4.62,15.14,60,50.0,,Specific Gravity,extract,,Saison,1.038,22.531239349341597
270,22.0,1.054,1.014,5.35,35.77,7.94,28.5,90,75.0,3.0,Specific Gravity,All Grain,0.75,American Pale Ale,1.042,20.0
271,25.0,1.054,1.009,5.86,32.94,6.15,35.0,60,75.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.038,0.0
272,10.0,1.07,1.015,7.16,41.98,4.24,12.0,60,75.0,2.5,Specific Gravity,All Grain,,Witbier,1.058,21.0
273,18.93,1.079,1.018,7.99,52.62,6.93,24.61,60,70.0,,Specific Gravity,Partial Mash,0.5,American IPA,1.061,21.11
274,5.0,1.04,1.008,4.21,28.45,5.49,8.2,60,65.0,,Specific Gravity,BIAB,0.0,Saison,1.024,0.0
275,20.82,1.0659999999999998,1.019,6.27,163.57,20.35,26.5,60,70.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.052,18.33
276,25.0,1.053,1.012,5.44,40.87,6.34,28.5,60,61.0,3.0,Specific Gravity,All Grain,,American Light Lager,1.047,20.0
277,22.0,1.051,1.009,5.52,23.19,9.64,24.0,70,70.0,,Specific Gravity,BIAB,,Saison,1.047,20.0
278,50.0,1.064,1.014,6.5,49.68,5.75,57.0,90,84.0,5.0,Specific Gravity,All Grain,1.0,American IPA,1.056,20.0
279,50.0,1.052,1.011,5.33,29.35,6.08,60.0,60,65.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.043,19.508305489260145
280,23.0,1.053,1.011,5.46,81.39,4.49,27.0,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.045,18.0
281,20.82,1.068,1.016,6.78,81.18,10.75,28.39,75,70.0,1.2,Specific Gravity,All Grain,,American Pale Ale,1.05,20.0
282,19.87,1.053,1.013,5.22,7.48,3.23,15.14,15,50.0,,Specific Gravity,Partial Mash,0.5,American Pale Ale,1.07,19.508305489260145
283,23.5,1.046,1.01,4.69,10.29,2.88,36.0,85,72.0,4.0,Specific Gravity,All Grain,0.5,Blonde Ale,1.03,22.0
284,20.82,1.067,1.021,5.95,63.7,11.16,28.39,60,75.0,,Specific Gravity,BIAB,,American IPA,1.0490000000000002,21.11
285,29.0,1.048,1.01,4.92,33.78,7.52,29.0,60,72.0,,Specific Gravity,BIAB,,American IPA,1.048,21.0
286,16.0,1.062,1.008,7.14,36.07,7.18,19.0,60,85.0,,Specific Gravity,BIAB,,Saison,1.052,20.0
287,20.82,1.051,1.012,5.15,38.16,6.47,28.39,60,56.0,,Specific Gravity,BIAB,,American Pale Ale,1.038,19.508305489260145
288,56.78,1.0490000000000002,1.013,4.75,43.85,4.72,64.35,60,65.0,1.5,Specific Gravity,All Grain,,American IPA,1.043,19.44
289,20.82,1.056,1.013,5.63,53.92,7.69,11.36,70,35.0,,Specific Gravity,extract,0.5,American Pale Ale,1.102,21.11
290,30.28,1.0490000000000002,1.008,5.39,19.79,3.2,34.07,60,78.0,1.5,Specific Gravity,All Grain,0.75,American Pale Ale,1.043,32.22
291,41.64,1.061,1.013,6.25,91.14,12.49,47.32,60,70.0,,Specific Gravity,All Grain,,American IPA,1.054,19.576690909090907
292,20.82,1.062,1.012,6.59,59.72,38.5,24.61,60,70.0,,Specific Gravity,BIAB,0.35,Saison,1.053,23.89
293,20.0,1.046,1.012,4.5,15.39,3.69,27.0,84,70.0,2.8,Specific Gravity,All Grain,0.35,Witbier,1.034,20.0
294,21.0,1.058,1.011,6.06,62.35,6.35,24.0,90,75.0,3.5,Specific Gravity,All Grain,,American IPA,1.05,19.576690909090907
295,20.82,1.058,1.014,5.84,52.04,5.74,26.5,60,75.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.046,20.0
296,20.0,1.06,1.011,6.44,65.38,6.81,27.0,60,65.0,3.5,Specific Gravity,All Grain,0.5,American IPA,1.044,19.0
297,13.0,1.057,1.012,5.93,0.0,30.0,11.0,60,70.0,,Specific Gravity,extract,,American Light Lager,1.067,18.723183391003463
298,28.0,1.0490000000000002,1.011,5.01,61.73,6.79,37.5,60,67.0,3.0,Specific Gravity,All Grain,,American IPA,1.036,20.0
299,1817.0,13.841,3.11565,5.77,32.87,5.53,2138.76,90,93.0,1.5,Plato,All Grain,,American Light Lager,11.8,18.89
300,21.0,1.028,1.007,2.68,15.46,3.3,26.0,90,35.0,,Specific Gravity,BIAB,,American Light Lager,1.022,10.0
301,20.82,1.077,1.023,7.19,42.46,5.82,28.39,60,70.0,,Specific Gravity,BIAB,,American IPA,1.057,20.0
302,23.0,1.056,1.011,5.92,46.86,9.27,28.0,60,75.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.046,18.0
303,18.93,1.0590000000000002,1.01,6.34,37.2,4.5,28.39,60,65.0,1.5,Specific Gravity,All Grain,,Saison,1.039,22.78
304,22.71,1.056,1.011,5.87,31.84,7.22,30.28,60,70.0,1.5,Specific Gravity,All Grain,1.0,American Pale Ale,1.042,19.508305489260145
305,25.0,1.048,1.012,4.76,26.07,4.13,25.0,60,75.0,5.0,Specific Gravity,All Grain,0.5,American Pale Ale,1.048,22.0
306,20.82,1.053,1.013,5.27,29.38,5.1,28.39,60,75.0,1.25,Specific Gravity,All Grain,0.35,Blonde Ale,1.039,15.56
307,41.64,1.05,1.01,5.28,48.66,5.5,45.42,60,81.0,1.5,Specific Gravity,All Grain,0.75,American Light Lager,1.046,-8.33
308,28.0,1.048,1.013,4.54,40.06,9.75,20.0,60,70.0,,Specific Gravity,Partial Mash,,American Pale Ale,1.067,19.508305489260145
309,37.85,1.073,1.017,7.25,93.88,6.08,43.53,60,70.0,1.25,Specific Gravity,All Grain,0.5,American IPA,1.063,20.0
310,20.82,1.057,1.013,5.69,30.93,24.41,28.39,60,75.0,,Specific Gravity,BIAB,,American Brown Ale,1.042,19.499524680073122
311,18.93,1.053,1.009,5.81,175.16,8.12,18.93,60,35.0,1.5,Specific Gravity,All Grain,,American IPA,1.053,23.89
312,18.93,1.054,1.015,5.1,44.75,11.74,9.46,60,35.0,,Specific Gravity,extract,,American Amber Ale,1.2661630837657525,20.0
313,22.71,1.083,1.02,8.34,80.44,7.86,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.067,20.56
314,26.5,1.072,1.017,7.24,8.03,5.68,32.18,60,60.0,1.5,Specific Gravity,All Grain,0.75,American Light Lager,1.0590000000000002,20.0
315,18.93,1.07,1.013,7.44,66.16,6.56,26.5,60,70.0,1.3,Specific Gravity,All Grain,0.35,American IPA,1.05,17.78
316,18.93,16.6051,1.7730099999999998,8.02,30.23,2.48,18.93,20,35.0,,Plato,extract,,American Light Lager,16.6,22.22
317,10.5,1.063,1.014,6.5,60.17,31.44,11.96,60,25.0,,Specific Gravity,extract,,American IPA,1.056,21.0
318,20.82,1.0590000000000002,1.014,5.87,33.17,12.91,28.39,60,70.0,,Specific Gravity,BIAB,,American Light Lager,1.043,18.723183391003463
319,40.0,1.051,1.013,5.03,55.81,5.01,52.0,80,70.0,5.8,Specific Gravity,All Grain,0.75,American Pale Ale,1.039,16.0
320,20.82,1.065,1.012,7.04,104.8,5.02,11.36,60,35.0,,Specific Gravity,extract,0.35,American IPA,1.12,20.0
321,18.93,1.0759999999999998,1.013,8.16,78.51,31.95,293.37,60,75.0,1.3,Specific Gravity,All Grain,0.35,American Stout,1.005,19.538883333333334
322,19.87,1.054,1.01,5.73,35.62,11.26,27.44,60,63.0,1.5,Specific Gravity,All Grain,0.35,American Amber Ale,1.039,21.11
323,18.93,1.062,1.017,5.83,163.5,10.37,9.46,60,70.0,,Specific Gravity,extract,,American IPA,1.3408930163447252,19.576690909090907
324,20.82,1.05,1.009,5.28,37.26,5.85,28.39,60,70.0,,Specific Gravity,BIAB,0.35,American Pale Ale,1.036,20.0
325,23.09,1.048,1.012,4.66,14.77,5.34,26.5,60,70.0,,Specific Gravity,All Grain,0.35,Blonde Ale,1.042,21.11
326,20.82,1.016,1.004,1.6,0.0,2.06,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.012,18.723183391003463
327,75.71,1.055,1.014,5.42,50.6,6.37,83.28,60,75.0,1.5,Specific Gravity,All Grain,,American IPA,1.05,18.89
328,20.0,1.058,1.011,6.15,48.89,4.81,9.0,60,35.0,,Specific Gravity,extract,,American IPA,1.039,19.0
329,20.82,1.089,1.026,8.28,139.92,5.47,26.5,30,70.0,,Specific Gravity,BIAB,0.75,American IPA,1.07,20.0
330,18.93,1.0490000000000002,1.01,5.2,97.08,5.15,24.61,60,65.0,1.25,Specific Gravity,All Grain,,American IPA,1.038,21.11
331,22.71,1.067,1.014,7.06,51.31,33.76,22.71,60,35.0,,Specific Gravity,Partial Mash,,American Stout,1.067,19.538883333333334
332,24.0,1.071,1.016,7.19,63.47,18.8,13.0,75,70.0,,Specific Gravity,Partial Mash,1.0,American IPA,1.131,20.0
333,20.82,1.056,1.014,5.51,69.08,8.44,11.36,60,75.0,,Specific Gravity,Partial Mash,0.35,American IPA,1.3408930163447252,19.576690909090907
334,20.82,1.053,1.013,5.23,22.69,4.66,28.69,60,60.0,1.5,Specific Gravity,All Grain,0.35,Blonde Ale,1.033,22.22
335,56.78,1.0759999999999998,1.016,7.94,49.79,6.62,64.35,60,73.0,1.25,Specific Gravity,All Grain,,American IPA,1.067,20.0
336,55.0,1.048,1.012,4.82,18.34,3.53,50.0,60,76.0,,Specific Gravity,extract,,Witbier,1.053,18.0
337,27.0,1.06,1.016,5.69,47.16,4.68,30.0,60,88.0,3.0,Specific Gravity,All Grain,0.75,American IPA,1.054,19.0
338,21.0,1.047,1.008,5.13,27.47,5.12,28.0,60,59.0,4.5,Specific Gravity,All Grain,,Saison,1.036,21.5
339,18.93,1.07,1.02,6.5,45.03,10.21,25.55,90,70.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.051,18.89
340,18.0,1.062,1.015,6.16,37.11,3.01,25.0,90,75.0,3.0,Specific Gravity,All Grain,0.75,American IPA,1.045,19.0
341,25.0,1.045,1.009,4.69,30.67,4.99,29.0,60,70.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.038,19.508305489260145
342,23.5,1.008,1.002,0.78,0.0,1.26,12.0,60,70.0,,Specific Gravity,BIAB,,American Light Lager,1.016,18.723183391003463
343,23.0,1.048,1.009,5.12,40.17,8.64,15.0,60,35.0,,Specific Gravity,extract,0.35,American Pale Ale,1.074,20.0
344,22.71,1.063,1.009,7.0,32.47,8.11,28.39,60,70.0,,Specific Gravity,All Grain,1.25,Saison,1.045,22.531239349341597
345,60.0,1.041,1.01,4.05,29.3,5.75,80.0,60,70.0,3.0,Specific Gravity,All Grain,0.5,American Pale Ale,1.031,18.0
346,11.36,1.0590000000000002,1.015,5.81,54.37,7.02,15.14,30,72.0,,Specific Gravity,BIAB,,American IPA,1.044,20.0
347,20.82,1.061,1.016,5.8,25.5,40.0,28.39,60,70.0,,Specific Gravity,BIAB,0.35,American Stout,1.3345481569560047,18.89
348,22.71,1.043,1.007,4.7,19.68,3.82,28.16,90,75.0,,Specific Gravity,BIAB,,Blonde Ale,1.035,16.67
349,37.85,1.054,1.013,5.37,21.01,4.6,43.53,60,80.0,,Specific Gravity,BIAB,,American Light Lager,1.047,18.723183391003463
350,21.0,1.055,1.013,5.61,15.84,7.36,28.5,60,70.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.041,19.508305489260145
351,26.5,1.0490000000000002,1.012,4.91,16.54,5.0,32.18,100,70.0,1.6,Specific Gravity,All Grain,,Witbier,1.04,20.0
352,20.82,1.062,1.017,5.85,66.94,5.16,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.045,21.11
353,66.0,1.051,1.011,5.29,37.44,8.12,77.0,60,75.0,2.5,Specific Gravity,All Grain,,American Pale Ale,1.044,18.0
354,9.46,1.082,1.021,8.08,97.53,50.0,15.14,60,75.0,,Specific Gravity,BIAB,,American Stout,1.051,19.538883333333334
355,410.0,11.2902,2.9032,4.47,18.43,13.47,435.0,60,70.0,1.5,Plato,All Grain,,Irish Red Ale,10.7,19.262037037037036
356,20.82,1.062,1.013,6.37,126.01,6.13,24.98,60,65.0,1.25,Specific Gravity,All Grain,,American IPA,1.052,19.576690909090907
357,21.58,1.055,1.01,5.94,37.46,9.01,30.28,80,70.0,1.3,Specific Gravity,All Grain,0.35,American Pale Ale,1.039,18.33
358,18.93,1.042,1.008,4.47,41.7,2.72,9.46,60,40.0,,Specific Gravity,extract,,American Pale Ale,1.084,19.508305489260145
359,20.82,1.052,1.012,5.23,15.49,5.1,28.39,60,70.0,1.5,Specific Gravity,All Grain,1.0,Blonde Ale,1.038,20.0
360,19.87,1.052,1.012,5.16,87.41,5.51,28.39,60,70.0,,Specific Gravity,BIAB,0.75,American Light Lager,1.036,21.11
361,20.82,1.064,1.016,6.33,58.21,15.35,26.5,90,75.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.051,18.33
362,20.82,1.07,1.013,7.43,67.4,5.64,24.61,60,70.0,,Specific Gravity,BIAB,0.5,American IPA,1.0590000000000002,20.0
363,20.82,1.088,1.02,8.95,154.68,5.61,26.5,90,70.0,1.25,Specific Gravity,All Grain,1.25,Imperial IPA,1.069,22.22
364,20.82,1.065,1.015,6.54,42.79,5.41,28.39,70,80.0,1.33,Specific Gravity,All Grain,1.0,American IPA,1.047,16.67
365,21.0,1.057,1.011,6.02,42.01,4.04,11.0,60,72.0,,Specific Gravity,extract,0.35,American IPA,1.108,20.0
366,3.79,1.064,1.013,6.67,34.46,4.19,5.68,60,35.0,,Specific Gravity,extract,,Saison,1.042,22.531239349341597
367,23.0,1.05,1.013,4.81,34.02,5.81,27.0,60,35.0,,Specific Gravity,extract,0.75,American Pale Ale,1.042,18.0
368,25.0,1.057,1.012,5.82,38.19,5.38,30.0,60,70.0,,Specific Gravity,BIAB,,American Pale Ale,1.047,20.0
369,900.0,18.0395,5.65224,7.27,39.87,7.7,900.0,60,70.0,3.5,Plato,All Grain,,American Light Lager,18.0,18.723183391003463
370,11.36,1.0590000000000002,1.017,5.59,60.44,12.54,15.14,60,70.0,,Specific Gravity,Partial Mash,0.35,American Brown Ale,1.044,20.56
371,3.79,1.057,1.016,5.34,36.62,8.02,5.68,60,70.0,,Specific Gravity,All Grain,0.35,American IPA,1.038,21.11
372,13.25,1.089,1.023,8.7,74.33,8.3,13.25,90,65.0,,Specific Gravity,BIAB,1.0,American IPA,1.077,19.44
373,20.82,1.068,1.013,7.16,71.52,5.13,28.39,60,70.0,1.25,Specific Gravity,All Grain,,American IPA,1.05,18.33
374,22.71,1.053,1.01,5.58,51.52,5.13,30.28,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.039,17.22
375,18.93,1.0759999999999998,1.018,7.65,139.73,8.38,28.39,60,70.0,1.25,Specific Gravity,All Grain,,American IPA,1.051,20.0
376,22.71,1.056,1.007,6.45,31.91,3.59,26.5,60,75.0,1.5,Specific Gravity,All Grain,1.0,Saison,1.048,23.89
377,21.0,1.056,1.011,5.95,50.03,6.93,28.5,60,75.0,3.0,Specific Gravity,All Grain,,American IPA,1.041,20.0
378,20.82,1.062,1.015,6.21,34.36,22.66,28.39,60,75.0,,Specific Gravity,All Grain,,Irish Red Ale,1.045,18.33
379,22.71,1.0759999999999998,1.019,7.47,111.68,16.4,28.39,90,80.0,,Specific Gravity,All Grain,,Imperial IPA,1.4894584221748401,19.67822751322751
380,12.7,1.056,1.013,5.56,44.35,5.48,16.0,60,75.0,,Specific Gravity,BIAB,,American Pale Ale,1.044,22.0
381,20.82,1.054,1.01,5.83,31.18,6.21,24.61,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.046,19.576690909090907
382,50.0,1.06,1.015,5.9,66.53,6.45,55.0,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.054,19.576690909090907
383,9.46,1.061,1.015,5.96,71.55,11.51,11.36,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.05,19.508305489260145
384,18.93,1.05,1.014,4.76,34.64,2.72,8.52,60,35.0,,Specific Gravity,extract,0.35,American Pale Ale,1.112,19.508305489260145
385,20.82,1.038,1.006,4.14,16.47,3.39,11.36,60,70.0,,Specific Gravity,Partial Mash,,Blonde Ale,1.069,23.89
386,24.61,1.052,1.011,5.31,30.64,3.49,32.18,90,78.0,,Specific Gravity,BIAB,0.75,Blonde Ale,1.039,20.0
387,21.3,1.061,1.013,6.21,54.07,10.13,21.0,60,73.5,3.0,Specific Gravity,All Grain,,American IPA,1.061,19.576690909090907
388,20.82,1.061,1.014,6.27,53.21,9.52,28.39,90,70.0,1.25,Specific Gravity,All Grain,0.75,American IPA,1.045,20.0
